A,Y,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9
-3.3407046846590727,-2.067831491425068,-3.380988260086549,2.994326387617565,0.49156200066078104,3.10010895026325,3.0088775498186946,0.21604704570149114,-0.7523991577332041,0.5363612341960324,-0.5511222190347227
0.5939166645149232,1.8688722257504633,1.6198739121324168,-0.7273397419721195,-1.314211232214114,-2.506584759997794,-1.8987270828168268,1.2034261755345077,-0.8614151776255997,-2.6037892680462615,0.6004634419271248
1.1819956644372005,1.04755040702829,3.28213357796304,-2.341672318833717,-1.772131707202227,-0.1823175308980486,2.029361467186555,-1.188096523631156,2.055799491686672,-0.15013399240549724,0.20964080059611268
1.5730104529506446,-0.7703332444148894,1.9390170568805034,-1.9029715054012826,0.23682313268200725,-0.8229201031642814,0.5529189929952775,-0.03989044004647291,2.7502351522474493,1.9198698674117098,-2.344829775796005
0.17526415523200845,0.8203916647011978,-0.3553589911530771,-0.01919358242581265,2.3849381175877467,1.2374801997105698,0.28185680368579025,-0.35467828184345906,-0.9600369006061531,0.7757667877565804,-0.22569899395080073
3.158131483952289,-2.243100606609252,-0.1986916993683429,-0.7133367269957809,-3.4208506847403166,0.47649650905423413,2.668355018088959,-2.1389176845955435,0.9862060577834044,-0.24884364598037884,-0.5125393473845777
-0.12320559983377166,-1.4356537152899076,-3.1613376783008555,1.8812349860772508,-0.5088734820458105,0.2280282363270216,-0.05593089827948039,-0.37862448184988495,-0.3050288780216426,0.5377810674218674,-0.9680220391220284
1.610635196722091,-1.4958002445893297,1.632394498905757,1.8562180356258795,1.7372537938059966,-1.5809946841043012,-1.1502724651261562,0.33894293912103857,1.1282377666002597,-0.685008581468145,-2.0253343082356365
2.9507123178237142,-1.9876483461991505,-0.5238417973654355,1.2152124099102548,-0.12859288395395518,-3.0267108818473374,-0.38064274869819925,-1.9459852659141927,-0.5336619969075831,-0.4272377806216819,-0.3984952671646805
4.363607721631876,0.45452338250814156,3.8810317247845556,-3.2539647305321258,-2.655837878230025,-1.1997854084377593,0.4441765896250157,-0.5008472907148774,2.428061526161944,2.8720187250714604,0.46036187470943846
-1.916728601656819,4.7977572219266165,1.2673092605625045,-0.2824685632745826,3.4900896780806665,-0.5697782170946731,-1.9066683932523856,1.7269168168595928,-0.5857453435196087,-0.4942804573434257,1.30812020823217
0.7611127210186257,-2.7254614288120775,-2.306411398608971,0.4434830154068208,-2.006797281531021,-0.9458835903109891,-0.5581783658143856,-1.7651868920158889,-1.6422471080200327,-0.497927242673283,0.8473449862753137
-0.12383600909670478,-1.0996205676283233,1.0510881770372755,-0.8197016967094791,-1.1021504407471372,-0.3647295864292007,-1.6706860604115301,-0.8782178041438862,-0.6904551559316264,-3.403942297813533,1.689874825484312
2.1540789470353103,-1.189809176298683,1.9705106395303023,-0.8440398791784056,-0.8336423218360232,-0.38398396606492324,1.4394648136534243,-1.1069021523522087,-0.5649285416914028,0.3407569026628481,1.5088626206857125
0.9984158957358227,0.30263339243779847,0.3344161529015872,0.9464405243268501,-0.3409944650632687,-1.694851446913529,-1.072182307741652,1.5131984165983274,-1.8396026411627757,-0.15307613093500083,-1.3178837717275789
-0.2888972100679543,0.10283924121929522,1.822732542779856,-1.4434984850452568,-0.6772688817383729,1.0102845054044418,0.9066499637219068,1.035839798789139,0.017505688498867467,0.9762508975095675,-0.23050493493851998
-5.032449972230086,1.7894614849579835,-0.4434341453744959,-0.8630884437814298,3.5275566997090917,-0.3673870300454074,-0.6959446257334363,1.1900428499979265,-3.1938218310511113,-1.1342255900586986,0.7634011158086564
